zip,ZCTA,total,rural,distance_from_shands,median_income,perc_below_poverty,prop_black,prop_hisp
757,757,23114,0,1289.887798,16344,50.8,0.074976205,0.999221251
647,647,5245,0,1264.339503,13668,54.9,0.028979981,0.998665396
653,653,13427,0,1264.934963,13596,68.2,0.035227527,0.993297088
714,714,19229,0,1306.540907,15901,51.6,0.256539602,0.997399761
704,704,8100,0,1299.066251,12341,56.3,0.069012346,0.98654321
751,751,23020,0,1295.893047,14236,59.5,0.074891399,0.991007819
784,784,43251,0,1303.114132,17048,49.7,0.132574969,0.997896002
785,784,43251,0,1303.114132,17048,49.7,0.132574969,0.997896002
624,624,24902,0,1270.491898,15467,60,0.027748775,0.991526785
716,716,31362,0,1279.264083,18609,48.4,0.060232128,0.995759199
717,717,18176,0,1278.334029,11692,61.2,0.046875,0.992132482
723,723,18766,0,1307.00846,14343,56.5,0.180485985,0.998134925
707,707,11904,0,1312.50694,17866,56.3,0.291666667,0.998823925
715,715,3714,0,1281.060751,13534,65.3,0.194668821,0.991114701
728,728,42333,0,1276.039601,17689,51.4,0.040653863,0.993881842
733,730,36201,0,1277.314251,15459,53.2,0.06488771,0.992237783
730,730,36201,0,1277.314251,15459,53.2,0.06488771,0.992237783
734,730,36201,0,1277.314251,15459,53.2,0.06488771,0.992237783
732,730,36201,0,1277.314251,15459,53.2,0.06488771,0.992237783
656,656,20839,0,1268.061773,15440,54.3,0.027640482,0.997504679
698,698,40276,0,1263.704643,15414,52,0.027435694,0.993420399
622,622,6589,0,1251.555329,14993,60.5,0.015025042,0.986492639
667,667,25510,0,1256.899248,13527,60,0.025049,0.996746374
780,780,13678,0,1278.025784,22197,37.7,0.030194473,0.998391578
795,795,47106,0,1282.27983,18890,50.4,0.100326922,0.996730777
767,767,36962,0,1310.527976,16664,51.7,0.12878091,0.995563011
637,637,24799,0,1258.847047,14977,50.8,0.032944877,0.989636679
769,769,39871,0,1286.648277,18053,49.6,0.078352687,0.997792882
623,623,44117,0,1248.375546,17044,49.5,0.032096471,0.997755967
683,683,33050,0,1253.246742,15030,48.1,0.028472012,0.994583964
731,731,14320,0,1275.049747,15894,54.4,0.026396648,0.997346369
737,736,51116,0,1295.969841,21023,42.3,0.032768605,0.9950896
736,736,51116,0,1295.969841,21023,42.3,0.032768605,0.9950896
766,766,25549,0,1279.176853,17210,54.2,0.031155818,0.995537986
705,705,25090,0,1289.697449,16744,49.5,0.073535273,0.997728179
660,660,17023,0,1247.425212,21323,35.8,0.032779181,0.990953416
791,791,51757,0,1310.879959,20357,43.1,0.0752362,0.989373418
792,791,51757,0,1310.879959,20357,43.1,0.0752362,0.989373418
765,765,9139,0,1330.218714,18297,41.4,0.132509027,0.975927344
786,786,327,0,1289.594546,21167,3.7,0,1
741,741,5365,0,1313.525275,19237,45.1,0.167753961,0.996458527
601,601,18088,0,1263.583656,10833,60.9,0.009674923,0.998065015
739,739,38424,0,1292.944528,23629,37.6,0.033182386,0.996304393
606,606,6415,1,1253.280614,14138,58.9,0.024006235,0.998908807
771,771,38435,0,1306.670955,19869,47.7,0.053310784,0.997996618
794,794,30462,0,1284.059633,14998,59.6,0.032597991,0.99793185
754,754,40022,0,1303.212283,17192,48.9,0.045574934,0.99712658
680,680,54824,0,1244.063231,15173,50.3,0.034528674,0.989566613
636,680,54824,0,1244.063231,15173,50.3,0.034528674,0.989566613
681,680,54824,0,1244.063231,15173,50.3,0.034528674,0.989566613
682,682,31908,0,1242.572112,15868,51.2,0.048608499,0.985426852
718,718,26786,0,1311.593193,18247,53.7,0.038266258,0.995818711
744,718,26786,0,1311.593193,18247,53.7,0.038266258,0.995818711
631,631,1847,1,1258.282733,9613,58.2,0,0.994585815
720,720,22862,0,1277.907853,14578,59,0.031712011,0.998250372
664,664,16298,0,1269.788759,15976,57,0.023315744,0.998159283
782,782,18595,0,1287.348821,13472,56.6,0.027910729,0.999139554
726,725,88152,0,1295.898764,20704,42.2,0.079635176,0.991060895
725,725,88152,0,1295.898764,20704,42.2,0.079635176,0.991060895
777,777,40863,0,1302.916143,19398,45.8,0.043168637,0.9946651
727,727,57036,0,1296.195019,29304,30.6,0.064801178,0.991426467
742,735,13203,0,1314.071344,20450,43.5,0.056956752,0.994016511
735,735,13203,0,1314.071344,20450,43.5,0.056956752,0.994016511
670,670,9478,1,1249.697366,14989,56.4,0.008440599,0.990082296
778,778,46569,0,1298.134589,27872,34.9,0.110803324,0.995941506
703,703,28739,0,1291.203067,14968,54.9,0.036152963,0.993110407
641,641,30183,0,1261.669511,15542,53.9,0.023854488,0.994864659
611,641,30183,0,1261.669511,15542,53.9,0.023854488,0.994864659
610,610,28805,0,1239.736754,17265,49.3,0.034785627,0.991216803
669,669,28442,0,1252.452175,11967,59.8,0.007524084,0.997046621
719,719,30772,0,1282.923356,17592,49.8,0.039938905,0.99678279
775,775,1585,1,1330.288884,18167,43.9,0.030914826,0.955205047
740,740,1704,0,1312.446734,13077,58.5,0.070422535,1
638,638,18365,0,1270.059676,12588,59.7,0.007405391,0.995970596
685,685,41403,0,1245.235525,14686,56.8,0.015095524,0.991739729
738,738,33835,0,1311.158072,20917,43.6,0.095463278,0.990749224
677,677,15012,0,1232.626517,16737,50.4,0.030175859,0.912470024
687,687,32484,0,1273.76022,16086,55.3,0.012375323,0.997414112
783,783,35856,0,1278.881831,16860,52.7,0.014474565,0.997991968
971,971,30349,0,1287.919642,23338,38.5,0.071369732,0.992619197
970,969,42316,0,1286.738853,51285,17.4,0.048964931,0.982323471
969,969,42316,0,1286.738853,51285,17.4,0.048964931,0.982323471
977,976,61862,0,1292.803188,29736,31.6,0.091687951,0.994714041
976,976,61862,0,1292.803188,29736,31.6,0.091687951,0.994714041
978,976,61862,0,1292.803188,29736,31.6,0.091687951,0.994714041
650,650,14679,0,1264.123656,15090,54.2,0.01532802,0.998705634
954,953,73537,0,1280.449516,29406,32.7,0.080843657,0.995825231
953,953,73537,0,1280.449516,29406,32.7,0.080843657,0.995825231
956,956,75830,0,1284.983858,23125,38,0.084254253,0.995911908
987,987,60544,0,1293.810787,31599,28.8,0.200548362,0.991394688
988,987,60544,0,1293.810787,31599,28.8,0.200548362,0.991394688
926,926,105093,0,1289.621667,35140,27.6,0.069148278,0.989875634
957,957,44639,0,1282.738152,23643,38.4,0.068975559,0.993458635
958,957,44639,0,1282.738152,23643,38.4,0.068975559,0.993458635
688,688,13251,0,1260.008815,14135,58,0.021809675,0.988378236
773,773,19731,0,1306.415313,18256,44.7,0.103137195,0.977345294
721,745,54253,0,1301.099124,22694,40.2,0.13446261,0.995852764
745,745,54253,0,1301.099124,22694,40.2,0.13446261,0.995852764
986,985,35236,0,1294.485273,24514,32.5,0.246679532,0.992252242
985,985,35236,0,1294.485273,24514,32.5,0.246679532,0.992252242
729,729,54198,0,1298.128335,21243,42.6,0.146112403,0.998394775
602,602,40859,0,1234.109698,16353,53.2,0.02684843,0.932034558
959,959,48699,0,1283.316718,26754,31.3,0.078112487,0.986693772
955,921,38499,0,1286.654951,19263,45.9,0.2711499,0.986025611
921,921,38499,0,1286.654951,19263,45.9,0.2711499,0.986025611
927,927,14764,0,1287.635094,33758,23.8,0.08283663,0.973178001
960,960,2037,0,1284.882775,-,54.2,0.083946981,0.989199804
676,676,39513,0,1238.031422,15277,53,0.025814289,0.992103865
935,936,877,0,1287.20987,-,-,0.060433295,0.981755986
936,936,877,0,1287.20987,-,-,0.060433295,0.981755986
924,924,56236,0,1290.023222,19142,47.3,0.166192475,0.981026389
929,924,56236,0,1290.023222,19142,47.3,0.166192475,0.981026389
931,925,7120,0,1288.189786,11794,59.8,0.144803371,0.958426966
928,925,7120,0,1288.189786,11794,59.8,0.144803371,0.958426966
925,925,7120,0,1288.189786,11794,59.8,0.144803371,0.958426966
966,966,15785,0,1285.010745,53052,18.5,0.035476718,0.980551156
961,961,31774,0,1282.133395,29169,30.4,0.08736703,0.98158872
968,968,3594,0,1285.200094,42036,9.1,0.022815804,0.965498052
922,968,3594,0,1285.200094,42036,9.1,0.022815804,0.965498052
920,920,18729,0,1285.61422,26157,31.7,0.219659352,0.983875274
951,951,15,0,1278.299151,-,100,0.533333333,1
950,950,0,1,1278.299151,-,-,#DIV/0!,#DIV/0!
984,983,40273,0,1291.275939,27834,30.2,0.233978099,0.990365754
983,983,40273,0,1291.275939,27834,30.2,0.233978099,0.990365754
982,982,15132,0,1290.634071,26370,32.3,0.246695744,0.992532382
934,934,188,0,1284.001609,83264,0,0.29787234,0.643617021
923,923,27853,0,1288.32461,15633,54,0.17800596,0.979930349
930,923,27853,0,1288.32461,15633,54,0.17800596,0.979930349
692,692,37329,0,1273.263397,18003,50.9,0.099547269,0.98679311
939,918,16553,0,1286.667599,24712,40.5,0.041442639,0.985682354
918,918,16553,0,1286.667599,24712,40.5,0.041442639,0.985682354
933,918,16553,0,1286.667599,24712,40.5,0.041442639,0.985682354
919,918,16553,0,1286.667599,24712,40.5,0.041442639,0.985682354
917,917,19723,0,1287.145058,15458,51.8,0.133752472,0.989859555
975,917,19723,0,1287.145058,15458,51.8,0.133752472,0.989859555
604,603,53162,0,1232.405545,16323,50.3,0.03598435,0.962755352
605,603,53162,0,1232.405545,16323,50.3,0.03598435,0.962755352
603,603,53162,0,1232.405545,16323,50.3,0.03598435,0.962755352
694,694,134,0,1268.904581,11250,81.3,0,1
674,674,43240,0,1265.270608,18796,45.4,0.041697502,0.988112858
772,772,21682,0,1295.69356,16118,54.6,0.409048981,0.999769394
965,965,8978,0,1283.446669,16135,53.4,0.111828915,0.989195812
952,952,9338,0,1280.393997,18499,40.7,0.113086314,0.990897408
617,617,24917,0,1260.534591,15461,53.8,0.016695429,0.99269575
962,962,21204,0,1282.096498,16289,55.6,0.080739483,0.99429353
963,962,21204,0,1282.096498,16289,55.6,0.080739483,0.99429353
949,949,80406,0,1279.016039,24961,36.8,0.098238937,0.992450812
916,915,30642,0,1286.609068,13773,60.3,0.235983291,0.989426278
915,915,30642,0,1286.609068,13773,60.3,0.235983291,0.989426278
937,979,16157,0,1288.649151,38187,20.5,0.128922448,0.94454416
981,979,16157,0,1288.649151,38187,20.5,0.128922448,0.94454416
979,979,16157,0,1288.649151,38187,20.5,0.128922448,0.94454416
616,616,10466,0,1255.86113,15115,49.6,0.022453659,0.998184598
909,909,6071,0,1285.433993,16309,52.6,0.164717509,0.982375226
910,909,6071,0,1285.433993,16309,52.6,0.164717509,0.982375226
940,909,6071,0,1285.433993,16309,52.6,0.164717509,0.982375226
912,912,6414,0,1285.689176,19781,42.8,0.225756158,0.988306829
908,907,17910,0,1284.52166,30994,28.9,0.139475154,0.955834729
907,907,17910,0,1284.52166,30994,28.9,0.139475154,0.955834729
693,693,59513,0,1269.322808,16709,50.3,0.029859022,0.9708131
914,911,7425,0,1285.583564,28132,31.3,0.139124579,0.925387205
911,911,7425,0,1285.583564,28132,31.3,0.139124579,0.925387205
913,913,8179,0,1286.305562,6809,72.8,0.210905979,0.97884827
613,612,66251,0,1253.725157,17752,46.8,0.046776652,0.995698178
614,612,66251,0,1253.725157,17752,46.8,0.046776652,0.995698178
612,612,66251,0,1253.725157,17752,46.8,0.046776652,0.995698178
652,652,3831,0,1257.653775,14903,49.1,0.036282955,0.99321326
646,646,38305,0,1274.959839,27924,36.1,0.140582169,0.976086673
906,906,43,0,1282.781735,33056,0,0,1
902,901,6428,0,1282.388339,17256,46,0.114654636,0.946017424
901,901,6428,0,1282.388339,17256,46,0.114654636,0.946017424
678,678,27045,0,1242.552455,14824,57.9,0.037419116,0.993307451
627,627,34438,0,1246.623219,19490,44.1,0.014664034,0.993727859
659,659,41830,0,1249.483636,19130,46.1,0.008606263,0.991991394
662,662,43101,0,1236.613455,16050,54.8,0.052504582,0.988492146
690,690,5906,0,1231.990109,19688,41.7,0.033694548,0.948696241
96772,96772,2303,1,4594.219492,40609,22.1,0,0.022579244
96737,96737,3955,1,4604.76342,43455,33.9,0,0.140328698
96777,96777,1382,1,4585.210424,28611,19.1,0,0.133863965
96718,96777,1382,1,4585.210424,28611,19.1,0,0.133863965
96704,96704,7425,1,4606.02295,52344,13.6,0,0.042693603
96726,96726,864,1,4604.620579,60156,11.7,0.006944444,0.18287037
96785,96785,2674,1,4562.117245,38015,23.2,0.001869858,0.126776365
96778,96778,14565,0,4543.979023,31462,29.6,0.005286646,0.151802266
96750,96750,3516,1,4601.918888,53364,16.8,0.006825939,0.131114903
96771,96771,7033,1,4554.398029,30873,33.9,0.001421868,0.190530357
96739,96740,35334,0,4600.836976,61750,14.3,0.006764023,0.128827758
96745,96740,35334,0,4600.836976,61750,14.3,0.006764023,0.128827758
96740,96740,35334,0,4600.836976,61750,14.3,0.006764023,0.128827758
96760,96760,2287,1,4549.797065,36750,22.6,0.035417578,0.132050721
96725,96725,4091,1,4595.007905,66275,13.5,0.000733317,0.15839648
96749,96749,17852,0,4545.222606,45276,29.1,0.015180372,0.193759803
96720,96720,47115,0,4547.852317,51803,18,0.00787435,0.105146981
96721,96720,47115,0,4547.852317,51803,18,0.00787435,0.105146981
96781,96781,1784,0,4545.839331,42772,22.1,0.016255605,0.145179372
96783,96783,2191,1,4544.54819,37105,20.8,0.002282063,0.100410771
96728,96728,496,1,4544.856503,51750,19.2,0,0.070564516
96773,96773,132,1,4546.182731,57500,6.1,0,0
96710,96710,298,1,4546.932875,62882,0,0,0.453020134
96738,96738,7070,1,4581.787735,76982,7.5,0.007072136,0.051202263
96780,96780,813,1,4547.679494,66773,9.4,0,0.134071341
96764,96764,635,1,4549.6411,45000,12,0,0.091338583
96774,96774,336,1,4552.330679,47932,33,0,0
96743,96743,12177,1,4574.034006,57857,11.3,0.014617722,0.072842244
96776,96776,1448,1,4555.352101,48510,13,0,0.074585635
96727,96727,6028,0,4561.813332,55806,14.2,0,0.04844061
96755,96755,2949,0,4573.920131,48462,14.3,0.006103764,0.188877586
96719,96719,2629,0,4576.811798,63031,32.4,0.001901864,0.081399772
96753,96753,28485,0,4597.788107,62748,12.8,0.007302089,0.123363174
96790,96790,8750,1,4592.220444,70428,14.8,0.003428571,0.102514286
96713,96713,1672,1,4574.05333,44417,13.2,0,0.089114833
96763,96763,3526,0,4623.926867,53684,9.6,0.01020987,0.167328417
96788,96768,17647,0,4587.698495,69012,11.2,0.000793336,0.103190344
96768,96768,17647,0,4587.698495,69012,11.2,0.000793336,0.103190344
96784,96732,25770,0,4595.05816,64692,10.1,0.00097012,0.099611952
96732,96732,25770,0,4595.05816,64692,10.1,0.00097012,0.099611952
96733,96732,25770,0,4595.05816,64692,10.1,0.00097012,0.099611952
96793,96793,31627,0,4597.210641,72335,11.2,0.013026844,0.12833971
96767,96761,21825,0,4605.504848,62782,8.3,0.006597938,0.082978236
96761,96761,21825,0,4605.504848,62782,8.3,0.006597938,0.082978236
96779,96779,2854,0,4589.474543,72917,8.2,0,0.068325158
96708,96708,9724,0,4583.278964,61250,11.9,0.004833402,0.068490333
96748,96748,4086,1,4618.46297,41976,17.3,0.000244738,0.084679393
96770,96770,738,1,4630.470941,41750,33.2,0,0.074525745
96729,96729,1327,1,4623.388158,43375,12,0.006028636,0.042954032
96757,96757,734,1,4620.8314,50909,19.2,0.019073569,0.10626703
96742,96742,73,1,4616.626133,61250,17.6,0,0.054794521
96815,96815,29480,0,4663.446801,50832,13.3,0.02316825,0.062822252
96836,96815,29480,0,4663.446801,50832,13.3,0.02316825,0.062822252
96830,96815,29480,0,4663.446801,50832,13.3,0.02316825,0.062822252
96824,96821,19415,0,4659.215059,112687,2.7,0.001905743,0.0415658
96821,96821,19415,0,4659.215059,112687,2.7,0.001905743,0.0415658
96816,96816,50656,0,4661.948058,76043,8.1,0.004500948,0.05478127
96828,96814,18846,0,4664.329689,57946,10.3,0.012734798,0.060384166
96847,96814,18846,0,4664.329689,57946,10.3,0.012734798,0.060384166
96814,96814,18846,0,4664.329689,57946,10.3,0.012734798,0.060384166
96826,96826,31346,0,4663.471759,44946,16,0.011803739,0.048331526
96825,96825,29770,0,4655.663646,108942,4,0.008767215,0.039771582
96848,96822,46195,0,4662.456745,64533,12.2,0.010866977,0.057192337
96844,96822,46195,0,4662.456745,64533,12.2,0.010866977,0.057192337
96823,96822,46195,0,4662.456745,64533,12.2,0.010866977,0.057192337
96822,96822,46195,0,4662.456745,64533,12.2,0.010866977,0.057192337
96839,96822,46195,0,4662.456745,64533,12.2,0.010866977,0.057192337
96850,96850,0,0,5145.806687,-,-,#DIV/0!,#DIV/0!
96806,96813,22041,0,4664.452967,60917,9.5,0.025452566,0.038065424
96843,96813,22041,0,4664.452967,60917,9.5,0.025452566,0.038065424
96808,96813,22041,0,4664.452967,60917,9.5,0.025452566,0.038065424
96812,96813,22041,0,4664.452967,60917,9.5,0.025452566,0.038065424
96811,96813,22041,0,4664.452967,60917,9.5,0.025452566,0.038065424
96810,96813,22041,0,4664.452967,60917,9.5,0.025452566,0.038065424
96809,96813,22041,0,4664.452967,60917,9.5,0.025452566,0.038065424
96805,96813,22041,0,4664.452967,60917,9.5,0.025452566,0.038065424
96804,96813,22041,0,4664.452967,60917,9.5,0.025452566,0.038065424
96801,96813,22041,0,4664.452967,60917,9.5,0.025452566,0.038065424
96840,96813,22041,0,4664.452967,60917,9.5,0.025452566,0.038065424
96802,96813,22041,0,4664.452967,60917,9.5,0.025452566,0.038065424
96803,96813,22041,0,4664.452967,60917,9.5,0.025452566,0.038065424
96807,96813,22041,0,4664.452967,60917,9.5,0.025452566,0.038065424
96813,96813,22041,0,4664.452967,60917,9.5,0.025452566,0.038065424
96846,96817,55601,0,4664.12259,53282,16,0.010755202,0.057516951
96841,96817,55601,0,4664.12259,53282,16,0.010755202,0.057516951
96837,96817,55601,0,4664.12259,53282,16,0.010755202,0.057516951
96817,96817,55601,0,4664.12259,53282,16,0.010755202,0.057516951
96898,96819,53482,0,4665.027768,74812,12.7,0.014827419,0.051606148
96820,96819,53482,0,4665.027768,74812,12.7,0.014827419,0.051606148
96838,96819,53482,0,4665.027768,74812,12.7,0.014827419,0.051606148
96849,96819,53482,0,4665.027768,74812,12.7,0.014827419,0.051606148
96858,96819,53482,0,4665.027768,74812,12.7,0.014827419,0.051606148
96819,96819,53482,0,4665.027768,74812,12.7,0.014827419,0.051606148
96706,96706,66440,0,4673.630148,88923,6.4,0.043166767,0.123359422
96709,96707,42793,0,4676.982322,98825,5.5,0.046876826,0.128665903
96707,96707,42793,0,4676.982322,98825,5.5,0.046876826,0.128665903
96853,96853,349,0,5145.806687,-,-,0.11747851,0.128939828
96795,96795,10508,0,4654.955408,70561,14.6,0.005805101,0.092881614
96818,96818,55380,0,4669.258738,70341,7.8,0.06437342,0.108685446
96860,96860,1192,0,5145.806687,-,0,0.144295302,0.169463087
96859,96859,0,0,5145.806687,-,-,#DIV/0!,#DIV/0!
96701,96701,38526,0,4666.657315,83540,6.7,0.011498728,0.084566267
96861,96701,38526,0,4666.657315,83540,6.7,0.011498728,0.084566267
96797,96797,75350,0,4671.108531,82741,9.2,0.01753152,0.088772395
96782,96782,40632,0,4668.217816,78526,6.7,0.020574916,0.104818862
96734,96734,53555,0,4655.618541,93892,6.5,0.023713939,0.100214733
96744,96744,52637,0,4660.415621,84835,7.4,0.006155366,0.08727701
96792,96792,47774,0,4679.424176,56604,24.2,0.018273538,0.16467116
96863,96863,27,0,4654.478445,-,-,0,0.296296296
96759,96759,488,1,4672.446153,-,0,0,0
96789,96789,54320,0,4669.382271,91458,4.4,0.019845361,0.090924153
96854,96786,45280,0,4669.563398,54184,11.4,0.091806537,0.150287102
96786,96786,45280,0,4669.563398,54184,11.4,0.091806537,0.150287102
96857,96857,2858,0,5145.806687,-,-,0.152904129,0.188593422
96730,96730,1321,0,4657.266032,71141,5.3,0.015897048,0.088569266
96791,96791,7528,0,4673.374905,73966,8.7,0.009962806,0.12553135
96717,96717,5069,0,4659.210496,63102,16.9,0.011836654,0.126257645
96712,96712,8371,0,4668.171236,75451,11.5,0.015529805,0.068211683
96762,96762,5675,0,4658.94809,83348,11.1,0.020264317,0.055330396
96731,96731,2785,1,4659.793211,57500,13.6,0.015439856,0.117773788
96705,96705,2624,0,4748.208079,73229,13,0.001905488,0.136814024
96756,96756,5693,0,4742.296172,62212,9.3,0.002283506,0.119269278
96747,96747,1007,1,4750.38583,64063,14.2,0,0.063555114
96741,96741,5422,0,4739.555089,64514,17.2,0.000184434,0.173736629
96765,96765,580,0,4742.79752,51528,7.1,0,0.160344828
96769,96769,361,1,4751.710213,59722,4.7,0.011080332,0.041551247
96796,96796,1898,0,4753.660585,66000,13.9,0,0.01369863
96752,96752,2933,0,4754.307877,58654,5.6,0.001022844,0.085918854
96766,96766,16550,0,4734.260438,62804,12.6,0.007129909,0.095468278
96715,96766,16550,0,4734.260438,62804,12.6,0.007129909,0.095468278
96716,96716,2611,0,4748.715216,69000,3.2,0.004212945,0.202604366
96751,96751,128,0,4726.740734,42731,0,0,0.2109375
96746,96746,18682,0,4729.577314,63840,10.9,0.013863612,0.088427363
96703,96703,2388,0,4725.983475,60656,15,0,0.094639866
96714,96714,818,1,4734.274873,43040,16.9,0,0.090464548
96754,96754,4361,0,4729.391612,63475,12,0.004356799,0.062371016
96722,96722,2689,0,4733.876868,51818,14,0,0.082930457
33041,33040,33674,0,355.2473249,53581,13.5,0.104917741,0.244936746
33040,33040,33674,0,355.2473249,53581,13.5,0.104917741,0.244936746
33045,33040,33674,0,355.2473249,53581,13.5,0.104917741,0.244936746
33042,33042,6325,0,350.8115013,71303,6.8,0.011067194,0.108458498
33043,33043,4591,0,351.3979,59107,10.1,0.013069048,0.156392943
33052,33050,9150,0,351.5661226,49161,24.8,0.078579235,0.301530055
33050,33050,9150,0,351.5661226,49161,24.8,0.078579235,0.301530055
33051,33051,615,0,352.2364051,61599,6.3,0,0.032520325
33001,33001,191,1,347.8375301,53571,0,0,0.183246073
33036,33036,3924,0,345.5724898,56305,11.3,0.004332314,0.070336391
33070,33070,4665,0,341.8288658,58100,9.7,0.011146838,0.124973205
33037,33037,12032,0,335.8728494,59682,15.3,0.031166888,0.247755984
33034,33034,24473,0,314.5247705,29063,44.6,0.368242553,0.444285539
33035,33035,14010,0,314.2953011,54714,16.1,0.238543897,0.463383298
33090,33030,34426,0,312.0268743,27553,39.3,0.151891013,0.649828618
33030,33030,34426,0,312.0268743,27553,39.3,0.151891013,0.649828618
33033,33033,52834,0,312.8409298,43689,29.9,0.204432752,0.636957262
33039,33039,306,0,307.5981867,34167,41.5,0.049019608,1
33031,33031,6504,1,308.7996061,54446,20.5,0.010455105,0.408671587
33032,33032,38672,0,311.003948,43296,25.5,0.28056475,0.586884568
33092,33032,38672,0,311.003948,43296,25.5,0.28056475,0.586884568
33170,33170,13399,0,308.478848,43303,27.2,0.41741921,0.406224345
33190,33190,12991,0,310.0246591,50261,13,0.217535217,0.546686167
33189,33189,24697,0,309.1911947,46389,18.7,0.228975179,0.513706118
33187,33187,16577,0,304.7485051,66513,7.3,0.07178621,0.74681788
33197,33157,67927,0,307.1261235,60760,15.4,0.261221606,0.451366909
33257,33157,67927,0,307.1261235,60760,15.4,0.261221606,0.451366909
33157,33157,67927,0,307.1261235,60760,15.4,0.261221606,0.451366909
33177,33177,56736,0,306.5037916,54328,13.1,0.129423999,0.741680767
33158,33158,7319,0,305.9822275,138257,3.2,0.027462768,0.366306873
33176,33176,51830,0,303.8705486,60722,11.9,0.166390122,0.527416554
33116,33176,51830,0,303.8705486,60722,11.9,0.166390122,0.527416554
33186,33186,71441,0,302.1035737,62356,10.6,0.054926443,0.680603575
33296,33156,33806,0,304.421007,96299,6.2,0.010205289,0.488463586
33256,33156,33806,0,304.421007,96299,6.2,0.010205289,0.488463586
33156,33156,33806,0,304.421007,96299,6.2,0.010205289,0.488463586
33196,33196,46577,0,301.6893131,65727,11.5,0.074629109,0.732958327
33283,33183,37303,0,299.7374498,50429,14.1,0.040318473,0.864970646
33183,33183,37303,0,299.7374498,50429,14.1,0.040318473,0.864970646
33193,33193,48273,0,298.7761779,49945,13.5,0.034512046,0.86677853
33149,33149,12774,0,305.9645022,121023,6.5,0.003522781,0.581337091
33143,33143,32709,0,302.3277304,65489,10.4,0.092421046,0.557736403
33243,33143,32709,0,302.3277304,65489,10.4,0.092421046,0.557736403
33173,33173,34648,0,300.7161708,55426,11.2,0.025225121,0.788328331
33146,33146,14983,0,301.818457,113835,7.1,0.05119135,0.432556898
33233,33133,33929,0,301.9321363,59226,18.9,0.108137581,0.539184768
33133,33133,33929,0,301.9321363,59226,18.9,0.108137581,0.539184768
33185,33185,29300,0,297.4902125,75832,10,0.008395904,0.922286689
33175,33175,54237,0,297.5298246,49212,14.7,0.011726312,0.922138024
33255,33155,48407,0,299.7873101,55827,11.7,0.010907513,0.820893672
33155,33155,48407,0,299.7873101,55827,11.7,0.010907513,0.820893672
33265,33165,56175,0,298.7520771,43248,17.8,0.028998665,0.904850912
33165,33165,56175,0,298.7520771,43248,17.8,0.028998665,0.904850912
33114,33134,40970,0,299.7895063,53841,11.7,0.025115938,0.762850866
33234,33134,40970,0,299.7895063,53841,11.7,0.025115938,0.762850866
33134,33134,40970,0,299.7895063,53841,11.7,0.025115938,0.762850866
33245,33145,31127,0,300.8066812,36959,20.1,0.012272304,0.870466155
33145,33145,31127,0,300.8066812,36959,20.1,0.012272304,0.870466155
33194,33194,8585,0,295.4603142,71620,3.7,0.133488643,0.739545719
33199,33174,31000,0,296.9449605,37027,18.7,0.041935484,0.888483871
33174,33174,31000,0,296.9449605,37027,18.7,0.041935484,0.888483871
33188,33174,31000,0,296.9449605,37027,18.7,0.041935484,0.888483871
33129,33129,13719,0,301.2613657,59192,13.7,0.031343392,0.668707632
33184,33184,21474,0,295.9833899,49944,16.6,0.016485052,0.953245786
33109,33109,523,0,302.9430911,"250,000+",8.4,0,0.583173996
33231,33131,15839,0,301.0906527,80055,14.1,0.043184544,0.55331776
33131,33131,15839,0,301.0906527,80055,14.1,0.043184544,0.55331776
33144,33144,26602,0,298.2834781,33783,21.5,0.015825878,0.936959627
33135,33135,35559,0,299.9023933,22329,33,0.033015552,0.948508113
33130,33130,24658,0,300.6562647,23440,39.8,0.071984751,0.87857896
33111,33132,10390,0,300.0819816,55560,18.9,0.109528393,0.492877767
33132,33132,10390,0,300.0819816,55560,18.9,0.109528393,0.492877767
33128,33128,7568,0,300.133742,18975,42.3,0.070295983,0.888081395
33182,33182,17339,0,294.6667014,65119,14.3,0.085241363,0.860833958
33126,33126,48139,0,297.5831976,32665,21.3,0.015060554,0.951889321
33206,33126,48139,0,297.5831976,32665,21.3,0.015060554,0.951889321
33172,33172,39898,0,295.3957831,42126,17.8,0.011028122,0.926236904
33101,33101,0,0,300.132058,-,-,#DIV/0!,#DIV/0!
33125,33125,56018,0,298.9185081,23887,31.4,0.079867186,0.938323396
33136,33136,13262,0,299.5437549,20903,43.5,0.539963806,0.409214296
33119,33139,37536,0,301.3442846,43972,17.9,0.050804561,0.495257886
33139,33139,37536,0,301.3442846,43972,17.9,0.050804561,0.495257886
33239,33139,37536,0,301.3442846,43972,17.9,0.050804561,0.495257886
33159,33139,37536,0,301.3442846,43972,17.9,0.050804561,0.495257886
33247,33122,0,0,295.6702947,-,-,#DIV/0!,#DIV/0!
33102,33122,0,0,295.6702947,-,-,#DIV/0!,#DIV/0!
33112,33122,0,0,295.6702947,-,-,#DIV/0!,#DIV/0!
33106,33122,0,0,295.6702947,-,-,#DIV/0!,#DIV/0!
33222,33122,0,0,295.6702947,-,-,#DIV/0!,#DIV/0!
33152,33122,0,0,295.6702947,-,-,#DIV/0!,#DIV/0!
33299,33122,0,0,295.6702947,-,-,#DIV/0!,#DIV/0!
33122,33122,0,0,295.6702947,-,-,#DIV/0!,#DIV/0!
